,ConfirmServlet,HistoryDAO,HistoryDAOImpl,history(jsp),history(table),History,LoginServlet,RegisterServlet,ResetPassword,UpdateUser,UserDAO,UserDAOImpl,login(jsp),LogoutServlet,User,register(jsp),resetpassword(jsp),update_user(jsp),user(table),cart(jsp),GioHangServlet,Cart,category(jsp),category(table),SearchServlet,CategoryDAO,CategoryDAOImpl,ProductDAO,ProductDAOImpl,detail(jsp),Category,Product,product(jsp),product(table),search_menu(jsp),search_page(jsp),index(jsp),DBConnect,footer(jsp)
ConfirmServlet,1.0000000000000142,-1.2586663391605317,48.741333660839466,48.741333660839466,48.741333660839466,48.741333660839466,-10.619885025023441,-12.966724581983001,-8.590463030401647,-9.262726591762082,-3.3720728450340403,31.98326621429333,-10.619885025023441,-7.0991954615877715,31.98326621429333,-12.966724581983001,0.0,-9.262726591762082,31.98326621429333,0.288706305367781,-2.707511015654773,35.64404536469515,30.90870445490559,30.90870445490559,-7.767835396213325,2.0411909954242984,30.90870445490559,-0.7037334710643237,24.296266528935675,-6.444090978097695,30.90870445490559,24.296266528935675,34.651605588263045,24.296266528935675,-7.767835396213325,-5.84924334806349,28.531417121286726,20.51515581987791,24.59158868685566
HistoryDAO,-1.2586663391605317,-49.0,-49.0,-49.0,-49.0,-49.0,-2.8821119228388397,-5.641980087451793,-4.292167104896918,-1.1597413737351772,-0.8995089331586127,-0.8995089331586127,-2.8821119228388397,-2.1112390194496564,-0.8995089331586127,-5.641980087451793,0.0,-1.1597413737351772,-0.8995089331586127,0.20334870304656738,-1.0231246205436948,0.20334870304656738,-5.908397748057348,-5.908397748057348,-1.9707984255484883,-5.908397748057348,-5.908397748057348,-2.828668253522279,-2.828668253522279,-8.549349962010785,-5.908397748057348,-2.828668253522279,-2.828668253522279,-2.828668253522279,-1.9707984255484883,-3.3780096933132078,-2.8821592757272323,0.4660528038991524,-0.5010865135277575
HistoryDAOImpl,48.741333660839466,-49.0,1.0,1.0,1.0,1.0,-2.8821119228388397,-5.641980087451793,-4.292167104896918,-1.1597413737351772,-0.8995089331586127,34.455830126168756,-2.8821119228388397,-2.1112390194496564,34.455830126168756,-5.641980087451793,0.0,-1.1597413737351772,34.455830126168756,0.20334870304656738,-1.0231246205436948,35.558687762373935,22.95911571142394,22.95911571142394,-1.9707984255484883,-5.908397748057348,22.95911571142394,-2.828668253522279,22.17133174647772,-8.549349962010785,22.95911571142394,22.17133174647772,32.52667080580509,22.17133174647772,-1.9707984255484883,-3.3780096933132078,25.98535418375406,25.466052803899153,24.498913486472244
history(jsp),48.741333660839466,-49.0,1.0,1.0,1.0,1.0,-2.8821119228388397,-5.641980087451793,-4.292167104896918,-1.1597413737351772,-0.8995089331586127,34.455830126168756,-2.8821119228388397,-2.1112390194496564,34.455830126168756,-5.641980087451793,0.0,-1.1597413737351772,34.455830126168756,0.20334870304656738,-1.0231246205436948,35.558687762373935,22.95911571142394,22.95911571142394,-1.9707984255484883,-5.908397748057348,22.95911571142394,-2.828668253522279,22.17133174647772,-8.549349962010785,22.95911571142394,22.17133174647772,32.52667080580509,22.17133174647772,-1.9707984255484883,-3.3780096933132078,25.98535418375406,25.466052803899153,24.498913486472244
history(table),48.741333660839466,-49.0,1.0,1.0,1.0,1.0,-2.8821119228388397,-5.641980087451793,-4.292167104896918,-1.1597413737351772,-0.8995089331586127,34.455830126168756,-2.8821119228388397,-2.1112390194496564,34.455830126168756,-5.641980087451793,0.0,-1.1597413737351772,34.455830126168756,0.20334870304656738,-1.0231246205436948,35.558687762373935,22.95911571142394,22.95911571142394,-1.9707984255484883,-5.908397748057348,22.95911571142394,-2.828668253522279,22.17133174647772,-8.549349962010785,22.95911571142394,22.17133174647772,32.52667080580509,22.17133174647772,-1.9707984255484883,-3.3780096933132078,25.98535418375406,25.466052803899153,24.498913486472244
History,48.741333660839466,-49.0,1.0,1.0,1.0,1.0,-2.8821119228388397,-5.641980087451793,-4.292167104896918,-1.1597413737351772,-0.8995089331586127,34.455830126168756,-2.8821119228388397,-2.1112390194496564,34.455830126168756,-5.641980087451793,0.0,-1.1597413737351772,34.455830126168756,0.20334870304656738,-1.0231246205436948,35.558687762373935,22.95911571142394,22.95911571142394,-1.9707984255484883,-5.908397748057348,22.95911571142394,-2.828668253522279,22.17133174647772,-8.549349962010785,22.95911571142394,22.17133174647772,32.52667080580509,22.17133174647772,-1.9707984255484883,-3.3780096933132078,25.98535418375406,25.466052803899153,24.498913486472244
LoginServlet,-10.619885025023441,-2.8821119228388397,-2.8821119228388397,-2.8821119228388397,-2.8821119228388397,-2.8821119228388397,1.0,30.335414807668542,20.43714543942263,26.33053496535393,-24.28739460045233,11.06794445887504,1.0,25.079396547373797,11.06794445887504,30.335414807668542,50.0,26.33053496535393,11.06794445887504,-5.745129249582068,-6.730305695691621,-5.745129249582068,25.860946849353958,25.860946849353958,-8.116840307897549,-3.0065666101273334,25.860946849353958,-5.600668833326314,19.399331166673687,-4.0208790272673225,25.860946849353958,19.399331166673687,-5.600668833326314,19.399331166673687,-8.116840307897549,-13.695967822164477,23.64169156027573,15.105860307036329,19.019273387021606
RegisterServlet,-12.966724581983001,-5.641980087451793,-5.641980087451793,-5.641980087451793,-5.641980087451793,-5.641980087451793,30.335414807668542,1.0000000000000142,36.53354209170113,41.66807240632825,-5.100810676711064,30.254528382616307,30.335414807668542,38.472675759510764,30.254528382616307,1.0000000000000142,50.0,41.66807240632825,30.254528382616307,-6.498681849800025,-6.012199633093053,-6.498681849800025,24.82655235280837,24.82655235280837,-4.643314377041719,-4.040961106672922,24.82655235280837,-0.6193254026741838,24.380674597325815,-1.9850259858811425,24.82655235280837,24.380674597325815,-0.6193254026741838,24.380674597325815,-4.643314377041719,-7.854614905419439,24.10467603777211,14.677369622191069,21.465925943425347
ResetPassword,-8.590463030401647,-4.292167104896918,-4.292167104896918,-4.292167104896918,-4.292167104896918,-4.292167104896918,20.43714543942263,36.53354209170113,1.0,26.714817697828913,-20.883173217648732,14.472165841678638,20.43714543942263,21.673360321246356,14.472165841678638,36.53354209170113,50.0,26.714817697828913,14.472165841678638,-4.385204301642879,-7.44362462512305,-4.385204301642879,27.913117662054564,27.913117662054564,-7.180317629971967,-0.9543957974267283,27.913117662054564,-3.4682957897373807,21.531704210262617,-4.233561008311877,27.913117662054564,21.531704210262617,-3.4682957897373807,21.531704210262617,-7.180317629971967,-11.62071314978193,23.168340336916803,13.986556972803958,17.274478781313633
UpdateUser,-9.262726591762082,-1.1597413737351772,-1.1597413737351772,-1.1597413737351772,-1.1597413737351772,-1.1597413737351772,26.33053496535393,41.66807240632825,26.714817697828913,1.0000000000000142,-38.66068937545829,-3.3053503161309195,26.33053496535393,24.92864453318276,-3.3053503161309195,41.66807240632825,50.0,1.0000000000000142,-3.3053503161309195,-4.576872601229805,-2.472012372780053,-4.576872601229805,23.483475621462798,23.483475621462798,-9.437095523730028,-5.384037838018492,23.483475621462798,-16.76592313556853,8.234076864431469,-9.73459355933907,23.483475621462798,8.234076864431469,-16.76592313556853,8.234076864431469,-9.437095523730028,-15.324387831812812,20.355975544586542,12.619171067366677,19.457195426088123
UserDAO,-3.3720728450340403,-0.8995089331586127,-0.8995089331586127,-0.8995089331586127,-0.8995089331586127,-0.8995089331586127,-24.28739460045233,-5.100810676711064,-20.883173217648732,-38.66068937545829,-49.0,-49.0,-24.28739460045233,-24.141725264411622,-49.0,-5.100810676711064,0.0,-38.66068937545829,-49.0,-5.171339176983473,-1.6848335787278814,-5.171339176983473,-6.7328631983002865,-6.7328631983002865,-8.892119914844983,-6.7328631983002865,-6.7328631983002865,-19.361421459066484,-19.361421459066484,-5.897753053553992,-6.7328631983002865,-19.361421459066484,-19.361421459066484,-19.361421459066484,-8.892119914844983,-13.800325859082223,-7.02820146659972,-11.736723453095848,-4.244327516612124
UserDAOImpl,31.98326621429333,-0.8995089331586127,34.455830126168756,34.455830126168756,34.455830126168756,34.455830126168756,11.06794445887504,30.254528382616307,14.472165841678638,-3.3053503161309195,-49.0,0.9999999999999858,11.06794445887504,11.213613794915748,0.9999999999999858,30.254528382616307,35.35533905932737,-3.3053503161309195,0.9999999999999858,-5.171339176983473,-1.6848335787278814,19.82866082301652,34.09196584808601,34.09196584808601,-8.892119914844983,-6.7328631983002865,34.09196584808601,-19.361421459066484,15.993917600260886,-5.897753053553992,34.09196584808601,15.993917600260886,5.6385785409335085,15.993917600260886,-8.892119914844983,-13.800325859082223,33.79662757978658,23.618615606231522,31.111011542715246
login(jsp),-10.619885025023441,-2.8821119228388397,-2.8821119228388397,-2.8821119228388397,-2.8821119228388397,-2.8821119228388397,1.0,30.335414807668542,20.43714543942263,26.33053496535393,-24.28739460045233,11.06794445887504,1.0,25.079396547373797,11.06794445887504,30.335414807668542,50.0,26.33053496535393,11.06794445887504,-5.745129249582068,-6.730305695691621,-5.745129249582068,25.860946849353958,25.860946849353958,-8.116840307897549,-3.0065666101273334,25.860946849353958,-5.600668833326314,19.399331166673687,-4.0208790272673225,25.860946849353958,19.399331166673687,-5.600668833326314,19.399331166673687,-8.116840307897549,-13.695967822164477,23.64169156027573,15.105860307036329,19.019273387021606
LogoutServlet,-7.0991954615877715,-2.1112390194496564,-2.1112390194496564,-2.1112390194496564,-2.1112390194496564,-2.1112390194496564,25.079396547373797,38.472675759510764,21.673360321246356,24.92864453318276,-24.141725264411622,11.213613794915748,25.079396547373797,1.0000000000000142,11.213613794915748,38.472675759510764,50.0,24.92864453318276,11.213613794915748,-3.803641589461942,-7.75024138644292,-3.803641589461942,29.892880033363603,29.892880033363603,-8.645198917644944,1.0253665738823121,29.892880033363603,-4.4351095450196025,20.564890454980397,-5.215422899312098,29.892880033363603,20.564890454980397,-4.4351095450196025,20.564890454980397,-8.645198917644944,-13.69637904649885,20.88001922339754,14.756997811941996,18.965342639275413
User,31.98326621429333,-0.8995089331586127,34.455830126168756,34.455830126168756,34.455830126168756,34.455830126168756,11.06794445887504,30.254528382616307,14.472165841678638,-3.3053503161309195,-49.0,0.9999999999999858,11.06794445887504,11.213613794915748,0.9999999999999858,30.254528382616307,35.35533905932737,-3.3053503161309195,0.9999999999999858,-5.171339176983473,-1.6848335787278814,19.82866082301652,34.09196584808601,34.09196584808601,-8.892119914844983,-6.7328631983002865,34.09196584808601,-19.361421459066484,15.993917600260886,-5.897753053553992,34.09196584808601,15.993917600260886,5.6385785409335085,15.993917600260886,-8.892119914844983,-13.800325859082223,33.79662757978658,23.618615606231522,31.111011542715246
register(jsp),-12.966724581983001,-5.641980087451793,-5.641980087451793,-5.641980087451793,-5.641980087451793,-5.641980087451793,30.335414807668542,1.0000000000000142,36.53354209170113,41.66807240632825,-5.100810676711064,30.254528382616307,30.335414807668542,38.472675759510764,30.254528382616307,1.0000000000000142,50.0,41.66807240632825,30.254528382616307,-6.498681849800025,-6.012199633093053,-6.498681849800025,24.82655235280837,24.82655235280837,-4.643314377041719,-4.040961106672922,24.82655235280837,-0.6193254026741838,24.380674597325815,-1.9850259858811425,24.82655235280837,24.380674597325815,-0.6193254026741838,24.380674597325815,-4.643314377041719,-7.854614905419439,24.10467603777211,14.677369622191069,21.465925943425347
resetpassword(jsp),0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,35.35533905932737,50.0,50.0,35.35533905932737,50.0,50.0,50.0,35.35533905932737,0.0,0.0,0.0,28.86751345948129,28.86751345948129,0.0,0.0,28.86751345948129,0.0,25.0,0.0,28.86751345948129,25.0,0.0,25.0,0.0,0.0,28.86751345948129,25.0,25.0
update_user(jsp),-9.262726591762082,-1.1597413737351772,-1.1597413737351772,-1.1597413737351772,-1.1597413737351772,-1.1597413737351772,26.33053496535393,41.66807240632825,26.714817697828913,1.0000000000000142,-38.66068937545829,-3.3053503161309195,26.33053496535393,24.92864453318276,-3.3053503161309195,41.66807240632825,50.0,1.0000000000000142,-3.3053503161309195,-4.576872601229805,-2.472012372780053,-4.576872601229805,23.483475621462798,23.483475621462798,-9.437095523730028,-5.384037838018492,23.483475621462798,-16.76592313556853,8.234076864431469,-9.73459355933907,23.483475621462798,8.234076864431469,-16.76592313556853,8.234076864431469,-9.437095523730028,-15.324387831812812,20.355975544586542,12.619171067366677,19.457195426088123
user(table),31.98326621429333,-0.8995089331586127,34.455830126168756,34.455830126168756,34.455830126168756,34.455830126168756,11.06794445887504,30.254528382616307,14.472165841678638,-3.3053503161309195,-49.0,0.9999999999999858,11.06794445887504,11.213613794915748,0.9999999999999858,30.254528382616307,35.35533905932737,-3.3053503161309195,0.9999999999999858,-5.171339176983473,-1.6848335787278814,19.82866082301652,34.09196584808601,34.09196584808601,-8.892119914844983,-6.7328631983002865,34.09196584808601,-19.361421459066484,15.993917600260886,-5.897753053553992,34.09196584808601,15.993917600260886,5.6385785409335085,15.993917600260886,-8.892119914844983,-13.800325859082223,33.79662757978658,23.618615606231522,31.111011542715246
cart(jsp),0.288706305367781,0.20334870304656738,0.20334870304656738,0.20334870304656738,0.20334870304656738,0.20334870304656738,-5.745129249582068,-6.498681849800025,-4.385204301642879,-4.576872601229805,-5.171339176983473,-5.171339176983473,-5.745129249582068,-3.803641589461942,-5.171339176983473,-6.498681849800025,0.0,-4.576872601229805,-5.171339176983473,1.0,46.43234978198921,-13.64466094067263,-5.178039831681726,-5.178039831681726,-3.0629152436099387,-5.178039831681726,-5.178039831681726,-2.3384909807524874,22.66150901924751,-0.0835402444440914,-5.178039831681726,22.66150901924751,-2.3384909807524874,22.66150901924751,-3.0629152436099387,-5.156991234946881,-2.593394231563651,24.165295011281135,17.881477465780286
GioHangServlet,-2.707511015654773,-1.0231246205436948,-1.0231246205436948,-1.0231246205436948,-1.0231246205436948,-1.0231246205436948,-6.730305695691621,-6.012199633093053,-7.44362462512305,-2.472012372780053,-1.6848335787278814,-1.6848335787278814,-6.730305695691621,-7.75024138644292,-1.6848335787278814,-6.012199633093053,0.0,-2.472012372780053,-1.6848335787278814,46.43234978198921,1.0000000000000142,31.78768884131658,0.40742664533449763,0.40742664533449763,-3.0995741652955484,0.40742664533449763,0.40742664533449763,2.7473635515217967,27.747363551521797,1.7009842887662037,0.40742664533449763,27.747363551521797,2.7473635515217967,27.747363551521797,-3.0995741652955484,-3.158284795092822,-2.022153176617645,11.008190025478696,19.503676169187724
Cart,35.64404536469515,0.20334870304656738,35.558687762373935,35.558687762373935,35.558687762373935,35.558687762373935,-5.745129249582068,-6.498681849800025,-4.385204301642879,-4.576872601229805,-5.171339176983473,19.82866082301652,-5.745129249582068,-3.803641589461942,19.82866082301652,-6.498681849800025,0.0,-4.576872601229805,19.82866082301652,-13.64466094067263,31.78768884131658,0.9999999999999858,15.234374691511423,15.234374691511423,-3.0629152436099387,-5.178039831681726,15.234374691511423,-2.3384909807524874,33.01684807857488,-0.0835402444440914,15.234374691511423,33.01684807857488,22.661509019247504,33.01684807857488,-3.0629152436099387,-5.156991234946881,17.8190202916295,34.52063407060851,28.236816525107656
category(jsp),30.90870445490559,-5.908397748057348,22.95911571142394,22.95911571142394,22.95911571142394,22.95911571142394,25.860946849353958,24.82655235280837,27.913117662054564,23.483475621462798,-6.7328631983002865,34.09196584808601,25.860946849353958,29.892880033363603,34.09196584808601,24.82655235280837,28.86751345948129,23.483475621462798,34.09196584808601,-5.178039831681726,0.40742664533449763,15.234374691511423,1.0000000000000142,1.0000000000000142,22.960011255169114,-49.0,1.0000000000000142,-13.591941262401479,29.70932892682046,25.090374954902533,1.0000000000000142,29.70932892682046,27.232887783984822,29.70932892682046,22.960011255169114,21.772719704560206,41.72482203467339,42.72243491931499,42.71993082832913
category(table),30.90870445490559,-5.908397748057348,22.95911571142394,22.95911571142394,22.95911571142394,22.95911571142394,25.860946849353958,24.82655235280837,27.913117662054564,23.483475621462798,-6.7328631983002865,34.09196584808601,25.860946849353958,29.892880033363603,34.09196584808601,24.82655235280837,28.86751345948129,23.483475621462798,34.09196584808601,-5.178039831681726,0.40742664533449763,15.234374691511423,1.0000000000000142,1.0000000000000142,22.960011255169114,-49.0,1.0000000000000142,-13.591941262401479,29.70932892682046,25.090374954902533,1.0000000000000142,29.70932892682046,27.232887783984822,29.70932892682046,22.960011255169114,21.772719704560206,41.72482203467339,42.72243491931499,42.71993082832913
SearchServlet,-7.767835396213325,-1.9707984255484883,-1.9707984255484883,-1.9707984255484883,-1.9707984255484883,-1.9707984255484883,-8.116840307897549,-4.643314377041719,-7.180317629971967,-9.437095523730028,-8.892119914844983,-8.892119914844983,-8.116840307897549,-8.645198917644944,-8.892119914844983,-4.643314377041719,0.0,-9.437095523730028,-8.892119914844983,-3.0629152436099387,-3.0995741652955484,-3.0629152436099387,22.960011255169114,22.960011255169114,1.0000000000000142,-5.907502204312176,22.960011255169114,-2.933144025361907,22.06685597463809,46.40538526277922,22.960011255169114,22.06685597463809,32.422195033965465,22.06685597463809,1.0000000000000142,11.653116981066688,22.82597550768159,19.207359946611696,22.022707445611694
CategoryDAO,2.0411909954242984,-5.908397748057348,-5.908397748057348,-5.908397748057348,-5.908397748057348,-5.908397748057348,-3.0065666101273334,-4.040961106672922,-0.9543957974267283,-5.384037838018492,-6.7328631983002865,-6.7328631983002865,-3.0065666101273334,1.0253665738823121,-6.7328631983002865,-4.040961106672922,0.0,-5.384037838018492,-6.7328631983002865,-5.178039831681726,0.40742664533449763,-5.178039831681726,-49.0,-49.0,-5.907502204312176,-49.0,-49.0,-13.591941262401479,-13.591941262401479,-3.7771385045787578,-49.0,-13.591941262401479,-13.591941262401479,-13.591941262401479,-5.907502204312176,-7.094793754921086,-8.275177965326625,-0.5788352699069464,-0.5813393608928059
CategoryDAOImpl,30.90870445490559,-5.908397748057348,22.95911571142394,22.95911571142394,22.95911571142394,22.95911571142394,25.860946849353958,24.82655235280837,27.913117662054564,23.483475621462798,-6.7328631983002865,34.09196584808601,25.860946849353958,29.892880033363603,34.09196584808601,24.82655235280837,28.86751345948129,23.483475621462798,34.09196584808601,-5.178039831681726,0.40742664533449763,15.234374691511423,1.0000000000000142,1.0000000000000142,22.960011255169114,-49.0,1.0000000000000142,-13.591941262401479,29.70932892682046,25.090374954902533,1.0000000000000142,29.70932892682046,27.232887783984822,29.70932892682046,22.960011255169114,21.772719704560206,41.72482203467339,42.72243491931499,42.71993082832913
ProductDAO,-0.7037334710643237,-2.828668253522279,-2.828668253522279,-2.828668253522279,-2.828668253522279,-2.828668253522279,-5.600668833326314,-0.6193254026741838,-3.4682957897373807,-16.76592313556853,-19.361421459066484,-19.361421459066484,-5.600668833326314,-4.4351095450196025,-19.361421459066484,-0.6193254026741838,0.0,-16.76592313556853,-19.361421459066484,-2.3384909807524874,2.7473635515217967,-2.3384909807524874,-13.591941262401479,-13.591941262401479,-2.933144025361907,-13.591941262401479,-13.591941262401479,-48.999999999999986,-48.999999999999986,-7.47321697101647,-13.591941262401479,-48.999999999999986,-48.999999999999986,-48.999999999999986,-2.933144025361907,-4.142346501819929,-7.697863723636601,-7.374389188782704,-1.0320726259815944
ProductDAOImpl,24.296266528935675,-2.828668253522279,22.17133174647772,22.17133174647772,22.17133174647772,22.17133174647772,19.399331166673687,24.380674597325815,21.531704210262617,8.234076864431469,-19.361421459066484,15.993917600260886,19.399331166673687,20.564890454980397,15.993917600260886,24.380674597325815,25.0,8.234076864431469,15.993917600260886,22.66150901924751,27.747363551521797,33.01684807857488,29.70932892682046,29.70932892682046,22.06685597463809,-13.591941262401479,29.70932892682046,-48.999999999999986,1.0000000000000142,17.52678302898353,29.70932892682046,1.0000000000000142,-13.644660940672615,1.0000000000000142,22.06685597463809,20.85765349818007,35.60340646558534,42.6256108112173,48.96792737401841
detail(jsp),-6.444090978097695,-8.549349962010785,-8.549349962010785,-8.549349962010785,-8.549349962010785,-8.549349962010785,-4.0208790272673225,-1.9850259858811425,-4.233561008311877,-9.73459355933907,-5.897753053553992,-5.897753053553992,-4.0208790272673225,-5.215422899312098,-5.897753053553992,-1.9850259858811425,0.0,-9.73459355933907,-5.897753053553992,-0.0835402444440914,1.7009842887662037,-0.0835402444440914,25.090374954902533,25.090374954902533,46.40538526277922,-3.7771385045787578,25.090374954902533,-7.47321697101647,17.52678302898353,1.0,25.090374954902533,17.52678302898353,27.8821220883109,17.52678302898353,46.40538526277922,41.00632763675912,26.706969071388656,24.532737759401076,24.258702584727388
Category,30.90870445490559,-5.908397748057348,22.95911571142394,22.95911571142394,22.95911571142394,22.95911571142394,25.860946849353958,24.82655235280837,27.913117662054564,23.483475621462798,-6.7328631983002865,34.09196584808601,25.860946849353958,29.892880033363603,34.09196584808601,24.82655235280837,28.86751345948129,23.483475621462798,34.09196584808601,-5.178039831681726,0.40742664533449763,15.234374691511423,1.0000000000000142,1.0000000000000142,22.960011255169114,-49.0,1.0000000000000142,-13.591941262401479,29.70932892682046,25.090374954902533,1.0000000000000142,29.70932892682046,27.232887783984822,29.70932892682046,22.960011255169114,21.772719704560206,41.72482203467339,42.72243491931499,42.71993082832913
Product,24.296266528935675,-2.828668253522279,22.17133174647772,22.17133174647772,22.17133174647772,22.17133174647772,19.399331166673687,24.380674597325815,21.531704210262617,8.234076864431469,-19.361421459066484,15.993917600260886,19.399331166673687,20.564890454980397,15.993917600260886,24.380674597325815,25.0,8.234076864431469,15.993917600260886,22.66150901924751,27.747363551521797,33.01684807857488,29.70932892682046,29.70932892682046,22.06685597463809,-13.591941262401479,29.70932892682046,-48.999999999999986,1.0000000000000142,17.52678302898353,29.70932892682046,1.0000000000000142,-13.644660940672615,1.0000000000000142,22.06685597463809,20.85765349818007,35.60340646558534,42.6256108112173,48.96792737401841
product(jsp),34.651605588263045,-2.828668253522279,32.52667080580509,32.52667080580509,32.52667080580509,32.52667080580509,-5.600668833326314,-0.6193254026741838,-3.4682957897373807,-16.76592313556853,-19.361421459066484,5.6385785409335085,-5.600668833326314,-4.4351095450196025,5.6385785409335085,-0.6193254026741838,0.0,-16.76592313556853,5.6385785409335085,-2.3384909807524874,2.7473635515217967,22.661509019247504,27.232887783984822,27.232887783984822,32.422195033965465,-13.591941262401479,27.232887783984822,-48.999999999999986,-13.644660940672615,27.8821220883109,27.232887783984822,-13.644660940672615,1.0,-13.644660940672615,32.422195033965465,31.21299255750744,33.1269653227497,27.980949870544666,34.32326643334578
product(table),24.296266528935675,-2.828668253522279,22.17133174647772,22.17133174647772,22.17133174647772,22.17133174647772,19.399331166673687,24.380674597325815,21.531704210262617,8.234076864431469,-19.361421459066484,15.993917600260886,19.399331166673687,20.564890454980397,15.993917600260886,24.380674597325815,25.0,8.234076864431469,15.993917600260886,22.66150901924751,27.747363551521797,33.01684807857488,29.70932892682046,29.70932892682046,22.06685597463809,-13.591941262401479,29.70932892682046,-48.999999999999986,1.0000000000000142,17.52678302898353,29.70932892682046,1.0000000000000142,-13.644660940672615,1.0000000000000142,22.06685597463809,20.85765349818007,35.60340646558534,42.6256108112173,48.96792737401841
search_menu(jsp),-7.767835396213325,-1.9707984255484883,-1.9707984255484883,-1.9707984255484883,-1.9707984255484883,-1.9707984255484883,-8.116840307897549,-4.643314377041719,-7.180317629971967,-9.437095523730028,-8.892119914844983,-8.892119914844983,-8.116840307897549,-8.645198917644944,-8.892119914844983,-4.643314377041719,0.0,-9.437095523730028,-8.892119914844983,-3.0629152436099387,-3.0995741652955484,-3.0629152436099387,22.960011255169114,22.960011255169114,1.0000000000000142,-5.907502204312176,22.960011255169114,-2.933144025361907,22.06685597463809,46.40538526277922,22.960011255169114,22.06685597463809,32.422195033965465,22.06685597463809,1.0000000000000142,11.653116981066688,22.82597550768159,19.207359946611696,22.022707445611694
search_page(jsp),-5.84924334806349,-3.3780096933132078,-3.3780096933132078,-3.3780096933132078,-3.3780096933132078,-3.3780096933132078,-13.695967822164477,-7.854614905419439,-11.62071314978193,-15.324387831812812,-13.800325859082223,-13.800325859082223,-13.695967822164477,-13.69637904649885,-13.800325859082223,-7.854614905419439,0.0,-15.324387831812812,-13.800325859082223,-5.156991234946881,-3.158284795092822,-5.156991234946881,21.772719704560206,21.772719704560206,11.653116981066688,-7.094793754921086,21.772719704560206,-4.142346501819929,20.85765349818007,41.00632763675912,21.772719704560206,20.85765349818007,31.21299255750744,20.85765349818007,11.653116981066688,1.0,19.834156432856176,20.322195038464095,18.94390146428554
index(jsp),28.531417121286726,-2.8821592757272323,25.98535418375406,25.98535418375406,25.98535418375406,25.98535418375406,23.64169156027573,24.10467603777211,23.168340336916803,20.355975544586542,-7.02820146659972,33.79662757978658,23.64169156027573,20.88001922339754,33.79662757978658,24.10467603777211,28.86751345948129,20.355975544586542,33.79662757978658,-2.593394231563651,-2.022153176617645,17.8190202916295,41.72482203467339,41.72482203467339,22.82597550768159,-8.275177965326625,41.72482203467339,-7.697863723636601,35.60340646558534,26.706969071388656,41.72482203467339,35.60340646558534,33.1269653227497,35.60340646558534,22.82597550768159,19.834156432856176,1.0000000000000142,37.0630003799918,39.19857361492149
DBConnect,20.51515581987791,0.4660528038991524,25.466052803899153,25.466052803899153,25.466052803899153,25.466052803899153,15.105860307036329,14.677369622191069,13.986556972803958,12.619171067366677,-11.736723453095848,23.618615606231522,15.105860307036329,14.756997811941996,23.618615606231522,14.677369622191069,25.0,12.619171067366677,23.618615606231522,24.165295011281135,11.008190025478696,34.52063407060851,42.72243491931499,42.72243491931499,19.207359946611696,-0.5788352699069464,42.72243491931499,-7.374389188782704,42.6256108112173,24.532737759401076,42.72243491931499,42.6256108112173,27.980949870544666,42.6256108112173,19.207359946611696,20.322195038464095,37.0630003799918,1.0,40.78709954397388
footer(jsp),24.59158868685566,-0.5010865135277575,24.498913486472244,24.498913486472244,24.498913486472244,24.498913486472244,19.019273387021606,21.465925943425347,17.274478781313633,19.457195426088123,-4.244327516612124,31.111011542715246,19.019273387021606,18.965342639275413,31.111011542715246,21.465925943425347,25.0,19.457195426088123,31.111011542715246,17.881477465780286,19.503676169187724,28.236816525107656,42.71993082832913,42.71993082832913,22.022707445611694,-0.5813393608928059,42.71993082832913,-1.0320726259815944,48.96792737401841,24.258702584727388,42.71993082832913,48.96792737401841,34.32326643334578,48.96792737401841,22.022707445611694,18.94390146428554,39.19857361492149,40.78709954397388,1.0000000000000142
